Subject,WA_AVG,BVT_AVG,BVC_AVG,BVC_SD,BVT_SD,WA_SD,BVC_NORM,BVC_SD_NORM,BVT_NORM,WA_NORM,RTQ_AVG,RTQ_SD,RTQ_NORM,RTQ_SD_NORM,BR_AVG,WL_AVG,WL_SD,BR_SD,BR_NORM,BR_SD_NORM,WA_SD_NORM,WL_NORM,WL_SD_NORM,Treatment,M_Stress
T047,10201.59571,46.50101925,215.2666342,64.69511735,4.451667011,2576.082501,0,0,0,0,0.621763199,0.129138409,0,0,13.5453011,116.6521739,35.35253315,4.47093166,0,0,0,0,0,RB,-1
T047,6683.188022,49.30280185,198.6118285,100.9258283,11.96919894,6184.291796,0.922631736,1.560022339,1.060252068,0.655112025,0.73210281,0.190606935,1.177462434,1.475989496,16.72391606,100.3548387,45.36125781,5.631817149,1.234665508,1.259651808,2.400657508,0.8602912,1.283111952,ST,1
T051,59346.65158,128.8180002,671.9795422,151.6988727,20.7928921,13482.06966,0,0,0,0,0.6652436,0.081930525,0,0,11.9100253,127.1578947,22.75881629,1.540261503,0,0,0,0,0,RB,-1
T051,36824.5427,127.6875529,450.9263264,257.2294733,37.64061893,23223.69,0.671041748,1.695658437,0.991224462,0.62049908,0.8649528,0.140520283,1.300204617,1.715115117,17.88039598,88.96774194,28.64708794,3.852003148,1.501289504,2.500876078,1.722561193,0.699663533,1.258724864,ST,1
T051,56543.72828,154.3365185,924.5609635,204.5463189,22.11928284,5559.553121,1.375876653,1.348370725,1.198097457,0.952770321,0.501218015,0.141339178,0.753435305,1.725110114,10.4605737,145.3333333,31.92545027,2.1808427,0.878299872,1.415891195,0.412366444,1.142935982,1.40277288,PR,0
T061,26982.79387,92.17428299,357.9472663,141.481573,10.6304516,7843.243799,0,0,0,0,0.654370459,0.18311271,0,0,15.92117774,96.17241379,33.48439927,3.418441274,0,0,0,0,0,RB,-1
T061,20221.7335,96.67227912,306.586582,87.3377691,21.87211788,3997.100365,0.856513266,0.61730844,1.048798819,0.749430678,0.775954709,0.134338677,1.185803391,0.733639279,19.4553794,79.12820513,17.50121947,3.307094731,1.22198117,0.967427686,0.509623374,0.822774453,0.522667865,ST,1
T061,25322.39633,95.70177925,355.8212125,168.8021195,35.38770075,10613.48389,0.994060427,1.193103214,1.038269853,0.938464581,0.765182463,0.193881949,1.16934139,1.058812078,17.21161119,93.34582133,33.38133502,4.080498998,1.081051381,1.1936724,1.353200813,0.970609114,0.996922022,DT,2
T061,54915.77453,119.0789157,839.6749841,196.0992641,21.46244864,11163.45718,2.345806389,1.386041023,1.291888711,2.035214544,0.503526766,0.217738686,0.769482727,1.189096519,8.873008878,180.6,56.02008568,3.399468962,0.557308575,0.994450011,1.423321455,1.877877375,1.673020478,PR,0
T063,14888.49132,80.22016283,323.1310831,159.4708746,9.867310901,12791.6233,0,0,0,0,0.775485326,0.303157969,0,0,15.16520244,100.6521739,52.21779007,3.139123866,0,0,0,0,0,RB,-1
T063,26492.68187,94.93894969,314.8580154,98.75853164,12.39110925,7693.233077,0.974397178,0.619288832,1.183479893,1.779406744,0.828232452,0.111531089,1.068018213,0.367897598,18.3425518,82.45,19.7975582,2.452701087,1.20951579,0.781333006,0.601427426,0.819157667,0.379134356,ST,1
T063,35588.44905,98.0412404,409.9212576,253.1570584,44.20119912,23686.57718,1.268591228,1.58748147,1.222152099,2.390332794,0.79417844,0.213013812,1.024105051,0.702649554,15.97134691,103.3616438,43.23932708,4.029333526,1.053157515,1.283585388,1.851725667,1.02691914,0.828057392,DT,2
T063,72516.85473,217.3719063,878.8120491,306.6265441,75.11182382,16918.89175,2.719676612,1.922774581,2.709691661,4.870665078,0.631320166,0.436472907,0.814096856,1.439754027,15.99953583,106.2380952,43.79825721,7.780855205,1.055016305,2.478670973,1.322654002,1.055497275,0.838761218,PR,0
T064,24547.50096,92.1514828,382.25958,132.4178806,13.07453015,8967.622633,0,0,0,0,0.878994157,0.136433259,0,0,15.50113948,101.75,32.07141163,3.650310186,0,0,0,0,0,RB,-1
T064,14167.68006,93.86524052,301.1310041,130.4754891,16.01344024,6176.880356,0.787765748,0.98533135,1.01859718,0.577153662,0.904227297,0.137070913,1.028706834,1.004673739,19.79035368,79.63157895,29.10196514,4.384448827,1.276703155,1.201116783,0.68879798,0.782619941,0.907411419,ST,1
T064,14840.68367,69.58567508,258.4944695,86.83154333,9.1752369,6069.063496,0.676227577,0.655738809,0.755122685,0.604570041,0.8961744,0.238914295,1.019545344,1.751144087,17.27989611,92.95543175,28.36312911,4.103473012,1.114750057,1.124143649,0.676775077,0.913566897,0.884374203,DT,2
T064,19520.60118,84.6886804,408.7625305,136.0421245,11.57980362,8186.227819,1.069332338,1.027369747,0.919015927,0.795217453,0.753310618,0.355568025,0.857014363,2.606168223,13.24751782,126.3636364,44.86125884,7.405759411,0.854615742,2.028802769,0.912864887,1.24190306,1.398792774,PR,0
T065,41657.79816,136.2755805,459.6229428,99.41391653,15.1631858,9472.140787,0,0,0,0,0.736661799,0.107852733,0,0,17.7856209,85.46666667,13.20773773,2.464227507,0,0,0,0,0,RB,-1
T065,55499.74407,255.4463312,727.6419434,297.20925,62.06699582,17386.39102,1.583127985,2.989614134,1.87448353,1.332277425,0.884220524,0.155107631,1.200307286,1.4381428,22.55796665,72.76595745,39.41714036,5.954657846,1.268326069,2.416439971,1.835529202,0.851395758,2.984397568,ST,1
T065,48449.46582,144.2066712,571.4429242,385.7494293,52.70663273,31183.55815,1.243286335,3.880235713,1.058198913,1.163034725,0.759446604,0.203562613,1.030929805,1.887412665,17.43133073,101.6739726,56.76779598,5.764487117,0.980079966,2.339267418,3.292134149,1.189633065,4.298071111,DT,2
T065,68314.50936,194.2094701,1094.459623,429.4001773,28.4788525,21144.09571,2.381211904,4.319316574,1.425123044,1.639897267,0.55448969,0.378739345,0.75270591,3.511634206,13.10285497,146,66.61050355,8.647918317,0.736710573,3.50938308,2.232240439,1.708268331,5.043293932,PR,0
T068,78044.84117,88.15786775,663.046583,412.2444211,38.84868015,48032.03305,0,0,0,0,0.879313357,0.330257812,0,0,9.581109796,185.9285714,102.4339536,4.180871804,0,0,0,0,0,RB,-1
T068,28215.4763,79.96292793,284.3633207,205.423822,19.4636438,25551.64506,0.42887382,0.498305887,0.907042445,0.361529037,0.815759794,0.186663436,0.927723647,0.565205209,18.32457741,88.2,40.54585551,4.432236593,1.912573575,1.060122577,0.531970925,0.47437572,0.395824374,ST,1
T068,43761.34236,101.9956331,466.7744261,316.4948053,34.3975171,34306.77352,0.703984363,0.767735812,1.156965745,0.5607205,0.880872951,0.482634972,1.00177365,1.461388511,15.50319303,112.1709677,55.96130606,5.042555585,1.618099923,1.20610146,0.714247791,0.603301402,0.546315983,DT,2
T068,85371.34308,249.2867642,1416.753335,417.0612367,48.00127307,26975.91559,2.136732729,1.011684368,2.827731325,1.093875544,0.903499929,0.310901385,1.027506204,0.941389949,11.45136721,139.5,44.11884203,4.963983948,1.195202587,1.187308337,0.561623439,0.750288129,0.430705254,PR,0
T077,7092.750127,64.70340874,312.7845566,142.5274743,17.44964893,6599.108864,0,0,0,0,0.882207014,0.254323685,0,0,12.79290411,121.7142857,27.66406635,3.084476834,0,0,0,0,0,RB,-1
T077,2369.395029,67.38594942,246.0937239,82.07060502,17.01218661,1069.677327,0.786783486,0.57582305,1.041459032,0.33405872,0.880308381,0.19823791,0.99784786,0.779470892,16.94648783,91.70588235,21.06403743,3.984988303,1.32467872,1.2919495,0.162094208,0.753452085,0.761422314,ST,1
T077,6819.063629,49.39542614,200.2875031,88.66462463,7.320702747,4087.984752,0.640336931,0.622087952,0.763413043,0.961413205,0.909465604,0.325790859,1.030898178,1.281008719,17.0051343,101.300885,42.45216574,6.020191137,1.329263017,1.95177058,0.619475271,0.832284266,1.534559858,DT,2
T077,13986.39908,59.80393222,302.6306489,80.77218348,13.44609855,4919.596163,0.967537056,0.566713077,0.924277923,1.971928918,0.514467831,0.22753866,0.583159987,0.894681357,12.50771021,128.2,36.22427842,4.791492039,0.977706868,1.553421309,0.745494015,1.053286385,1.309434338,PR,0
T078,1043.911226,49.52879236,182.0551956,83.10503654,7.704768098,487.636777,0,0,0,0,0.987130514,0.304639565,0,0,19.14994168,93.39285714,39.38217307,10.8549031,0,0,0,0,0,RB,-1
T078,3005.032922,45.88804894,189.3333203,70.88703801,6.038263138,1114.226207,1.039977572,0.852981251,0.926492385,2.878628801,1.128260415,0.348681782,1.14296985,1.144571558,15.8076714,102.9117647,36.88968373,5.00125217,0.825468384,0.460736694,2.284951135,1.101923293,0.936710213,ST,1
T078,4022.813061,38.76801383,235.50415,109.4877716,5.01286096,2344.878613,1.293586537,1.317462529,0.782736909,3.853596896,1.25059881,0.269588389,1.266903203,0.88494214,10.59574617,155.0909091,68.84654061,6.406543827,0.553304357,0.590198159,4.808658255,1.660629237,1.748165102,PR,0
T079,49340.85756,120.8431467,526.0542507,290.3579715,39.33240408,32809.84594,0,0,0,0,0.7750903,0.137320434,0,0,14.89285663,106.0357143,27.1964867,3.505977428,0,0,0,0,0,RB,-1
T079,16683.47067,108.836273,458.4889139,241.2929999,45.4000056,10523.22888,0.871562036,0.83101903,0.900640839,0.338126889,0.976512695,0.25050464,1.259869585,1.824234256,16.04925213,105.1333333,46.73424701,5.357323053,1.077647662,1.528054063,0.320733871,0.991489839,1.718392803,ST,1
T079,23237.563,88.76492553,373.7281465,155.9432251,19.57505561,16496.39057,0.710436511,0.537072305,0.734546625,0.470959852,0.879702462,0.404790355,1.134967708,2.947779459,15.57249879,106.5650888,42.560576,4.797637796,1.045635446,1.368416624,0.502787809,1.004992417,1.564929194,DT,2
T079,35407.97777,212.7061076,904.4334091,386.0739737,40.17098119,18341.06968,1.719277827,1.329648267,1.760183456,0.717619829,0.892672102,0.293040922,1.151700779,2.133993559,16.15548179,104.2,42.15019441,6.198804936,1.084780589,1.768067554,0.559011149,0.982687774,1.549839686,PR,0
T082,19805.26213,74.92530048,290.7571946,32.07089955,6.834600223,4202.261812,0,0,0,0,0.708586765,0.122269618,0,0,15.51480952,97.38461538,11.15584179,1.767553344,0,0,0,0,0,RB,-1
T082,18610.46696,79.56114742,273.5113906,148.5570427,23.4071536,12710.65912,0.940686579,4.632144555,1.061872918,0.939672843,0.820323779,0.284891321,1.157689954,2.330025439,19.3061644,84.27027027,29.10323054,5.924899136,1.244370057,3.35203413,3.024718517,0.865334529,2.608788389,ST,1
T082,17475.17214,65.97172249,327.723848,185.4045132,25.88546534,13453.15687,1.127139256,5.781082409,0.880499939,0.882349954,0.706263936,0.296867395,0.996721885,2.427973515,14.33146857,126.2035714,65.54814627,5.896809975,0.923728297,3.33614258,3.201408544,1.295929248,5.875679082,DT,2
T082,37644.70718,94.42964771,612.1121292,298.6515234,20.41319971,17535.82637,2.105234679,9.312227832,1.260317237,1.900742688,0.458127502,0.267506397,0.646536917,2.187840289,10.2666451,159.7692308,70.63017926,5.302159665,0.661731946,2.999716915,4.17294951,1.640600316,6.331228119,PR,0
T083,31016.22109,88.26306822,277.8211511,76.0277891,15.63130459,5919.603807,0,0,0,0,0.883113978,0.172987707,0,0,19.12754134,80.7,16.20655249,3.353440605,0,0,0,0,0,RB,-1
T083,37768.50036,101.1766033,392.3893309,259.9482979,33.71075087,28575.24321,1.412381057,3.419122153,1.146307344,1.217701546,0.85906445,0.240492009,0.972767357,1.390226002,18.07761341,95.41666667,44.85458963,6.066151211,0.945109102,1.808933548,4.82722225,1.18236266,2.767682371,ST,1
T083,63214.63359,141.312109,606.4401357,478.8827902,75.96709629,56820.74302,2.182843651,6.298786219,1.601033273,2.038115263,0.862227492,0.302769516,0.976349049,1.75023717,16.3831354,107.1975684,45.79069634,6.256721475,0.856520716,1.865761829,9.598740874,1.328346572,2.825443373,DT,2
T083,109154.9163,167.1160489,953.5782817,198.3877396,50.35945282,40877.87405,3.432345874,2.609410874,1.8933859,3.519284829,0.430143273,0.078111435,0.487075602,0.451543268,11.22682466,135.75,21.67948339,1.753597475,0.586945518,0.522924865,6.905508439,1.682156134,1.33769865,PR,0
T084,27172.56065,70.89695764,299.3120487,143.7730717,19.47250128,7654.652702,0,0,0,0,0.651057421,0.242202064,0,0,14.83034529,103,33.5991337,2.457352051,0,0,0,0,0,RB,-1
T084,19822.38097,60.96813595,228.6790583,158.9749783,16.394705,16055.49519,0.764015546,1.105735423,0.859954192,0.729499925,0.818761633,0.178619931,1.257587437,0.737483108,16.75304422,94.78125,36.57987657,3.612042952,1.129646269,1.469892338,2.09748186,0.920206311,1.088714873,ST,1
T084,28068.12939,78.71968211,310.2426077,191.1482613,31.62818386,18054.89256,1.036518941,1.32951365,1.110339353,1.03295857,0.865908361,0.224099434,1.330003058,0.925258148,16.72628558,95.56022409,31.55645874,3.571987694,1.127841952,1.453592168,2.358682133,0.927769166,0.939204535,DT,2
T084,39968.61358,155.7656825,679.0762633,239.6922466,34.15637364,15624.41647,2.268790268,1.667156747,2.197071463,1.470918184,0.682345104,0.240344218,1.048056719,0.992329354,15.04991694,113,45.09519253,6.111256679,1.014805566,2.486927617,2.041165952,1.097087379,1.342153429,PR,0
T085,4417.713369,34.5859042,125.2762083,30.20867877,3.266446091,698.3580716,0,0,0,0,1.764595535,0.22562076,0,0,16.87341053,89.82142857,23.24174883,2.42003085,0,0,0,0,0,RB,-1
T085,7144.033693,39.58306671,142.1694221,30.29840396,5.014760498,2361.524545,1.134847741,1.002970179,1.144485525,1.617133819,1.673598611,0.369168012,0.948431852,1.636232465,17.28136914,89.13157895,18.47686053,4.107437782,1.024177602,1.697266703,3.38153827,0.992319766,0.79498581,ST,1
T085,9462.154908,46.0350441,200.1885912,133.2093268,13.61720621,7879.103409,1.597977732,4.409637634,1.331034859,2.141867097,1.113332773,0.338403692,0.630928024,1.499878344,16.34464635,107.9638158,54.13299449,6.760036473,0.968662875,2.793367891,11.28232597,1.20198284,2.32912742,DT,2
T085,7873.519208,49.89507314,377.3628491,150.4013392,4.0359701,4549.370443,3.012246732,4.978746019,1.442641859,1.782261218,0.783225845,0.14780745,0.443855733,0.655114584,8.61903246,183.25,71.88574268,3.605661168,0.510805592,1.489923638,6.514380843,2.040159046,3.092957556,PR,0
